MO_Energy_eV,Cd-Cl,Cd-S,Cl-S
-6.37031159694022,-0.006394027483563957,0.014959558213287599,-0.0013356618627450487
-6.204082511254476,-0.0008083079390927346,0.006074623643918361,-0.0002966336061294095
-6.169432181180822,0.0003355545499395129,0.012796683212831823,-0.00030630540647145815
-6.136331253598131,-0.00015703411161891332,0.00969901736675141,-0.0005135215907668187
-6.113539274339731,0.00015316889920727043,-0.002952046213459546,-0.0002783768744083097
-6.062845254798262,0.0001701813100069063,0.012151669777714171,-0.0005522137483843336
-6.05449589967912,0.00013532440346443174,0.011686086716451131,-0.00046261437641785964
-5.996086541548149,0.0004706377644921598,-0.0018370864373895345,-0.00019953362336656312
-5.982492856903732,0.0004633713321485648,-0.0014112308188926632,-0.00020865587376602465
-5.958799255793526,0.00042552760220424565,-0.004324973795782906,-0.00018127804563224437
-5.947004395210252,0.0003576842117735917,-0.003817957964924248,-0.00018311165370347884
-5.937576943139519,0.0004059988397907003,-0.006747929416163143,-0.0001840190918447881
-3.7828489866229065,-0.21617166985831762,-1.3716759842123034,0.007466874429302498
-3.564251343099058,-0.2024660655464887,-1.2504901477972123,0.006562756478095235
-3.284050429862729,-0.26919823486597994,-1.3340471754247396,0.01664889464738145
-3.081644705997665,-0.3343084954705246,-1.2867346608962105,0.02463486809460743
-2.8853429221273417,-0.2823445505405878,-1.1310576527029998,0.0236540885723351
-2.8327684643411266,-0.28755475413953624,-1.1239886533362429,0.02220960176124196
-2.810020078270566,-0.28760761542548813,-1.1104495715886968,0.023175990469581038
-2.7179224768716375,-0.3144963236649246,-1.0357772167676944,0.027507618206093674
-2.670596030083662,-0.14783683503513187,-1.3668244777837977,0.009976743411760006
-2.543244250675067,-0.27111836734484496,-1.056621923744512,0.021643739678986085
-2.4513762542463158,-0.3640722657824831,-0.7224120113117201,0.020019338965545003
-2.4389317721848163,-0.39606184166624964,-0.9816462958501098,0.027730101070965244
-2.392529074476768,-0.31488181341925015,-0.9645467932324606,0.025709599935217094
-2.3872127995399115,-0.3088554166064262,-0.9016704383107731,0.02034590361098596
-2.3533882002306905,-0.10858725797761273,-0.8248624587919593,0.010742178109294332
-2.338242896019191,-0.32830378265240423,-0.8694537271232206,0.018111277804670176
-2.317653666709347,-0.33477147232086624,-0.9691962967073925,0.02720505271432432
-2.278290091401294,-0.11354720132044686,-0.8547605047575639,0.00867279536491857
-2.236403678772094,-0.32042940738840536,-0.6505177403636364,0.021031486886749384
-2.204964469153104,-0.1901714828828913,-0.9486288244204979,0.009466755500186202
-2.167313886709651,-0.13550603017199395,-1.269708879715932,0.009581948266888006
-2.0686448334484027,-0.2989613992967883,-0.7438919295353688,0.016938897178434845
-2.050404781997112,-0.4009749343448544,-0.5483441682744741,0.02307171481062626
