Energy_eV,Cd,Cl,S
-8.995000000000001,7.46192367360432,22.110745326359613,40.2396773746663
-8.985,7.805311178313961,22.97214842829873,41.77817449469477
-8.975000000000001,8.085952645047747,23.64670493514871,42.9553008426152
-8.965,8.29961309297633,24.133593675372303,43.7633106502916
-8.955000000000002,8.444393580562565,24.440421663502164,44.20944623031711
-8.945,8.520752568138665,24.582706151185324,44.315258578978735
-8.935000000000002,8.531409900429757,24.58294356192521,44.11519721108918
-8.925,8.481147084709212,24.469368221388713,43.654632084790144
-8.915000000000003,8.376523133608405,24.274521122807293,42.98750094634494
-8.905000000000001,8.225528935382002,24.033751956246643,42.17378301849665
-8.895000000000003,8.037204918705557,23.783766906918913,41.27698591870926
-8.885000000000002,7.821246759570555,23.56131233114188,40.36180039813881
-8.875000000000004,7.587622111645275,23.402053485505235,39.49203182393435
-8.865000000000002,7.346217929324434,23.33967193429155,38.72886413867264
-8.855000000000004,7.106533080011903,23.40516950246797,38.12945771114998
-8.845000000000002,6.877424958910423,23.626335278300076,37.74583360743921
-8.835000000000004,6.666912297373081,24.027309627851483,37.62395969452685
-8.825000000000003,6.482030083469829,24.628169236031702,37.80293418312445
-8.815000000000005,6.3287274094409565,25.444462363496633,38.314163712673164
-8.805000000000003,6.2117960091480064,26.486644463006066,39.1804574370112
-8.795000000000005,6.134816891809289,27.75939930230649,40.41500409165998
-8.785000000000004,6.1001150212087385,29.26087544749297,42.02026029667466
-8.775000000000006,6.108717075360858,30.981915635272347,43.98684636197336
-8.765000000000004,6.160314024704888,32.905398841978865,46.29260891655275
-8.755000000000006,6.25323722257718,35.005843012904364,48.90205506669736
-8.745000000000005,6.384462355509218,37.24942293241805,51.766379000296524
-8.735000000000007,6.549658527838445,39.594537893051765,54.82428107608575
-8.725000000000005,6.743298977170491,41.99301704820042,58.003719141775264
-8.715000000000007,6.958845143879369,44.391980706794286,61.22463653357033
-8.705000000000005,7.189007550294228,46.7362919223031,64.40259203797831
-8.695000000000007,7.4260764157001775,48.97144645949085,67.45309049204513
-8.685000000000006,7.662303889044621,51.04667398954423,70.2962979346486
-8.675000000000008,7.890310158523014,52.917971784261574,72.86174119009476
-8.665000000000006,8.103479254529423,54.55077385282137,75.09255366228417
-8.655000000000008,8.296308349650044,55.921978202185784,76.94884567073679
-8.645000000000007,8.464677288908021,57.02111177058791,78.40984943631983
-8.635000000000009,8.606012645063327,57.8504999391958,79.47460794480492
-8.625000000000007,8.719331722459096,58.42441403505786,80.16112822134505
-8.615000000000009,8.805165008462598,58.76728166869985,80.50408298829021
-8.605000000000008,8.865368704424526,58.91114621344702,80.55129847075943
-8.59500000000001,8.902850314427786,58.89263995653102,80.35939010478509
-8.585000000000008,8.921238319947284,58.74978070504267,79.98898655214741
-8.57500000000001,8.924530761943998,58.51890902096227,79.50000695388289
-8.565000000000008,8.916756795771807,58.23205322914666,78.94742574940894
-8.55500000000001,8.901680361251533,57.9149473418188,78.37788019756886
-8.545000000000009,8.88256698812917,57.58584251060347,77.82736075074398
-8.53500000000001,8.862024818855009,57.255157451501375,77.32009054017675
-8.52500000000001,8.84192075307985,56.92592007789796,76.86856579943782
-8.515000000000011,8.823363730649032,56.59487284259596,76.47461126248209
-8.50500000000001,8.806740823392715,56.25405697696427,76.13121705544472
-8.495000000000012,8.791788785170912,55.89266121931516,75.82487471829032
-8.48500000000001,8.777684211828774,55.498919873973065,75.53812195173663
-8.475000000000012,8.763139066681147,55.06187018588005,75.2520345996401
-8.46500000000001,8.746494060837328,54.572823688663696,74.94846123085256
-8.455000000000013,8.72580888244751,54.02646175495125,74.61186804850166
-8.445000000000011,8.698954040151856,53.421522601360536,74.23073608757775
-8.435000000000013,8.663712753823225,52.76109676190873,73.7985162458609
-8.425000000000011,8.617901927358954,52.052583941903336,73.31419132099305
-8.415000000000013,8.559518428514787,51.30738270718969,72.78251328088567
-8.405000000000012,8.486911053540924,50.540385690809856,72.21397915536332
