Energy_eV,Cd,Cl,S
-8.995000000000001,27.421430317290366,50.13994477183275,95.10610230189076
-8.985,28.76673810320664,52.88213266372992,99.83873532414975
-8.975000000000001,29.917441341522128,55.29447962914607,103.90231343086377
-8.965,30.86973983018928,57.361424507154766,107.28156986665464
-8.955000000000002,31.629600178635343,59.083931460751884,109.9946954365489
-8.945,32.211992668553165,60.478550542511215,112.09077084603453
-8.935000000000002,32.639463791969746,61.575346468391054,113.64493188491193
-8.925,32.94016911174296,62.41489608130898,114.75170031031938
-8.915000000000003,33.145536586621006,63.04463283696644,115.51706732840523
-8.905000000000001,33.28775774410239,63.514862287015674,116.05000656659179
-8.895000000000003,33.397311276315385,63.87478317451867,116.45411378600221
-8.885000000000002,33.50071150711391,64.16882637144808,116.82002464959518
-8.875000000000004,33.61864563648742,64.43357447906018,117.21916055023097
-8.865000000000002,33.764623148772046,64.69545715358532,117.69921190591907
-8.855000000000004,33.944213453294196,64.96934079774104,118.28160679858
-8.845000000000002,34.154898841098216,65.25805523480598,118.96104810963564
-8.835000000000004,34.386523620655275,65.55283148974932,119.7070492040481
-8.825000000000003,34.62228015088644,65.83456829143284,120.46726719772124
-8.815000000000005,34.84014046264255,66.07580203032012,121.17232963060937
-8.805000000000003,35.014619115356616,66.24322497252533,121.74177647569331
-8.795000000000005,35.11873883537729,66.300577404306,122.09069336160876
-8.785000000000004,35.12606473689242,66.21172851424907,122.13659069197148
-8.775000000000006,35.012674729306944,65.94375620789256,121.8060839163862
-8.765000000000004,34.758942281490896,65.46983686001745,121.04095031897204
-8.755000000000006,34.35102237635176,64.77176277106113,119.80317634018729
-8.745000000000005,33.781951654677734,63.84191941275928,118.07866660054611
-8.735000000000007,33.05229874552747,62.68457845855285,115.87936161488656
-8.725000000000005,32.17032967804857,61.31639771336252,113.24360502060443
-8.715000000000007,31.151684713777744,59.766065763174,110.23471054548952
-8.705000000000005,30.01859509718894,58.0730860043906,106.93779900569723
-8.695000000000007,28.798698855644943,56.28575818712695,103.45509884086115
-8.685000000000006,27.523541443686366,54.458480393611,99.90002038818619
-8.675000000000008,26.22686737442248,52.648553954488534,96.39041342776659
-8.665000000000006,24.942821104209862,50.91272137862647,93.04148886302548
-8.655000000000008,23.704178172384502,49.303696873954635,89.95891984045555
-8.645000000000007,22.54072073441696,47.866956103415355,87.23262943444686
-8.635000000000009,21.477855970421114,46.63803451047802,84.93171974332111
-8.625000000000007,20.535553131536528,45.64054272833539,83.1009041736711
-8.615000000000009,19.727647628452736,44.885046918357844,81.75867886323306
-8.605000000000008,19.0615313628837,44.368887434088364,80.89732264163067
-8.59500000000001,18.538220258317928,44.076928736212054,80.4846624040639
-8.585000000000008,18.152765139068784,43.98315550063958,80.46739802662636
-8.57500000000001,17.894952623418764,44.05296257222129,80.77566279289161
-8.565000000000008,17.7502296667783,44.24593668568187,81.32841367154103
-8.55500000000001,17.70077913019974,44.51890033660578,82.03920812132517
-8.545000000000009,17.726673809038033,44.82898462323551,82.8219322496931
-8.53500000000001,17.80704165821437,45.1365169928314,83.59609505591676
-8.52500000000001,17.921183989985277,45.40754743519413,84.2913857559995
-8.515000000000011,18.049599507730765,45.61588637146609,84.85129252967435
-8.50500000000001,18.17487855137477,45.74458169926781,85.2356863920751
-8.495000000000012,18.282442537585837,45.78681364073061,85.42236890268572
-8.48500000000001,18.36111241942555,45.746227957649396,85.40765574485769
-8.475000000000012,18.40349675963926,45.63675679766449,85.20611331633486
-8.46500000000001,18.406194943195892,45.48199080359959,84.84958149570423
-8.455000000000013,18.369814801933924,45.314167856264504,84.38560720436789
-8.445000000000011,18.298807359012297,45.17283686063482,83.875388841435
-8.435000000000013,18.20112536983467,45.10324447301588,83.39130169510612
-8.425000000000011,18.08771743090306,45.154483752582365,83.01404924419612
-8.415000000000013,17.971875822196484,45.37744042432527,82.82947262968631
-8.405000000000012,17.8684636381926,45.822576844347154,82.92505442505512
-8.395000000000014,17.793054422268632,46.53760568666172,83.38617279022671
-8.385000000000012,17.761024456104437,47.56512258866428,84.29219398392871
-8.375000000000014,17.78664301915185,48.9402858373266,85.71252831244063
-8.365000000000013,17.882208426920705,50.68864743638385,87.70280927227695
-8.355000000000015,18.057276904977606,52.82424970721483,90.30138094878802
-8.345000000000013,18.31802719122756,55.34810217290895,93.52628962366315
-8.335000000000015,18.66679642739813,58.24714360866645,97.3729695485719
-8.325000000000014,19.101812992033846,61.49377417786687,101.8127900965753
-8.315000000000015,19.617140269323112,65.04601427783213,106.79259430601081
-8.305000000000014,20.2028328876891,68.84831284051462,112.2353109053432
-8.295000000000016,20.84529466078385,72.83299159091769,118.0416675849728
-8.285000000000014,21.527816215631223,76.9222763579882,124.09297680173117
-8.275000000000016,22.231260863900243,81.03083472865777,130.2549104098358
-8.265000000000015,22.934860251194905,85.06871320215603,136.38212870953186
-8.255000000000017,23.617077074399596,88.94454776584283,142.32358501238355
-8.245000000000015,24.256490802454614,92.56890986546287,147.92828972108185
-8.235000000000017,24.83266371333576,95.8576447543011,153.05128890414966
-8.225000000000016,25.32694825450764,98.73506035343715,157.55959193134373
-8.215000000000018,25.723202131847568,101.13683100392285,161.33777158218447
-8.205000000000016,26.008383922128587,103.01249090159718,164.29295919624565
-8.195000000000018,26.173008708760268,104.32740599517705,166.3589684446952
-8.185000000000016,26.211449745399538,105.06413063175935,167.49930610945378
-8.175000000000018,26.122078202071965,105.22307668642313,167.70886883763427
-8.165000000000017,25.907238677497705,104.82244904536539,167.0141826078786
-8.155000000000019,25.573063640531142,103.8974327663365,165.47211668043497
-8.145000000000017,25.129135673828326,102.49865407793065,163.1670940711645
-8.13500000000002,24.58801264974986,100.68997860475976,160.2069213644385
-8.125000000000018,23.964637846120528,98.54575344163618,156.7174643703781
-8.11500000000002,23.275664212933926,96.14764114880617,152.83649268826676
-8.105000000000018,22.53872883110387,93.58122850896936,148.70709419200193
-8.09500000000002,21.771719035620634,90.93261567916443,144.47110851633482
-8.085000000000019,20.992074542114377,88.28519745055091,140.26303760817157
-8.07500000000002,20.216169169326147,85.71683457691866,136.2048561357986
-8.065000000000019,19.458810731424055,83.29757895772433,132.40206532426922
-8.055000000000021,18.73288833581926,81.08806433857035,128.9412170764541
-8.04500000000002,18.049183338761207,79.1386096398712,125.88899331336054
-8.035000000000021,17.416344944349753,77.48901295816957,123.2927749251538
-8.02500000000002,16.84101574542965,76.16894981026678,121.18249411482205
-8.015000000000022,16.32807845595198,75.19883805262799,119.57345083182193
-8.00500000000002,15.88098456532243,74.59100089735455,118.4697021833782
-7.995000000000021,15.502120036482129,74.35095211000939,117.86761080124721
-7.985000000000022,15.193163090314757,74.4786434349368,117.75916442648743
-7.975000000000022,14.955394326953975,74.96954933512257,118.13474756157248
-7.965000000000022,14.789928894258923,75.815511071309,118.98514431321718
-7.955000000000022,14.697852517928432,77.00531229009235,120.30266364938278
-7.9450000000000225,14.68025609773787,78.52500319043403,122.08138805966047
-7.935000000000023,14.738175486248602,80.35802340399808,124.31664036490122
-7.925000000000023,14.872452626647526,82.48519138866195,127.00383202506477
-7.915000000000023,15.083540637932803,84.88463029055515,130.1368960525639
-7.905000000000023,15.371278523365723,87.53168989738471,133.70652001781409
-7.8950000000000236,15.734661300928785,90.39890663343243,137.69838493909958
-7.885000000000024,16.171629220854083,93.4560244291239,142.0915913078726
-7.875000000000024,16.678896177854995,96.67008394968609,146.85742127697966
-7.865000000000024,17.2518331951856,100.00557948274819,151.95855166153183
-7.855000000000024,17.884418481316313,103.4246827215761,157.34879892922544
-7.845000000000025,18.5692612888182,106.88753925564401,162.97344537337477
-7.835000000000025,19.297702647028597,110.35265341901666,168.7701639671784
-7.825000000000025,20.059991856356515,113.77738591199862,174.6705260962882
-7.815000000000025,20.845533260486665,117.11859207221197,180.60204000830822
-7.8050000000000255,21.64319318320007,120.3334236841297,186.49062828459483
-7.795000000000026,22.441652131260785,123.38030243501629,192.2634115969321
