MO_Energy_eV,Cd-Cl,Cd-Te,Cl-Te
-8.979884039770509,0.1552566560292128,0.11026702770939815,0.022965832885418792
-8.968745141957912,0.1531012988894669,0.08847185277269098,0.02065987911698962
-8.96412265973994,0.14983864459218346,0.12484452054830526,0.022803143518679143
-8.958001590377538,0.17194324604244227,0.07410245099277618,0.019470643790136747
-8.94712258346739,0.15828087519516312,0.0939970886575858,0.021240338083392863
-8.926996626796027,0.15699798913403853,0.1010971561522534,0.022014343155129318
-8.925466613746206,0.13431318471987183,0.11714854247057296,0.021002959153371394
-8.91809193795502,0.15095343623389829,0.10775294398807524,0.023201156908490842
-8.916318397264254,0.15482777496569056,0.06401736737840308,0.019431008337132454
-8.911296640836257,0.14073198328016373,0.10478374263122175,0.0212985794442492
-8.872170896699178,0.150914186221704,0.10653089407319213,0.019988952279361902
-8.859691866312858,0.15017822945246562,0.06724263721278498,0.01967051142555647
-8.856701018143422,0.12044891969303609,0.11178369397944264,0.020555208467207257
-8.855050580939812,0.15153054806262106,0.0726790358557963,0.019521826799285213
-8.852394348913387,0.07873328495088032,0.24765219430507393,0.021182690624382144
-8.848147140048678,0.07733699388752882,0.250262730638038,0.021602454004946092
-8.824997330751524,0.11700797439117891,0.14012525618871072,0.02256115091166305
-8.817310330997572,0.08828421831293759,0.1899854201573912,0.026268332312251456
-8.806795737712179,0.08902989137778705,0.13930672214154657,0.02235414150928543
-8.796029137963055,0.11427876645420605,0.15347291781045463,0.026936309410558613
-8.765880063354995,0.08382828845390441,0.1932256519250822,0.022316037947144783
-8.765239068256067,0.10169455775816784,0.12794529140621877,0.021759311179100245
-8.763463294506035,0.10511633250226772,0.12298022340968183,0.023482060261548744
-8.758003249415843,0.12478825180253755,0.12182707681313874,0.023199924914254023
-8.739558946476915,0.11011318597542884,0.12202664066538814,0.021751701753263193
-8.73120176147094,0.11556517837543666,0.1424776515477185,0.02242912677258162
-8.727566083325167,0.10282031067930163,0.13639739062939094,0.024687515258075474
-8.712112575070668,0.1072247637182675,0.11010407013278291,0.022810798542871637
-8.705952077258512,0.09058966978608991,0.1605205276251005,0.02375325752337629
-8.704850496478848,0.09242430134622016,0.13996027449446558,0.02453919513206736
