Energy_eV,Cd,Cl,Te
-8.995000000000001,16.127978516367474,46.879098434861916,57.244778792818536
-8.985,17.434265698586543,50.56903953890762,61.86162455222171
-8.975000000000001,18.690313785025783,54.08849183289118,66.30433269495637
-8.965,19.879759720878955,57.389069978719476,70.51706237850273
-8.955000000000002,20.989007725470856,60.43128345681022,74.45392215434833
-8.945,22.0077391631319,63.18616487719041,78.08072625607234
-8.935000000000002,22.929225109760647,65.63627671190372,81.3760482791618
-8.925,23.750432140490783,67.77604731773363,84.33153519435828
-8.915000000000003,24.471928595147677,69.61143890904873,86.95150283850975
-8.905000000000001,25.09761261931789,71.1589973083309,89.25188395534803
-8.895000000000003,25.63429324853846,72.44437144127299,91.2586367927595
-8.885000000000002,26.091161173073324,73.50041720957634,93.00574421998995
-8.875000000000004,26.47918695194509,74.36501529460332,94.53294120135261
-8.865000000000002,26.810482421229004,75.07873722693606,95.88330550007956
-8.855000000000004,27.09765733754909,75.68249146961787,97.10083721760816
-8.845000000000002,27.35319936249747,76.21527427761086,98.22814166162382
-8.835000000000004,27.588902357777,76.71214094643328,99.30432018887414
-8.825000000000003,27.81536596897669,77.20250258752809,100.36316597324648
-8.815000000000005,28.041588219097083,77.70884102447306,101.43175456694628
-8.805000000000003,28.274671301625677,78.24591782315488,102.52950922541604
-8.795000000000005,28.519657682798716,78.82053046132914,103.66780409542503
-8.785000000000004,28.779507886600182,79.43183744834317,104.85014111128324
-8.775000000000006,29.05522241658749,80.07223469061208,106.07289755922292
-8.765000000000004,29.346098498384357,80.72871971216392,107.32659261994846
-8.755000000000006,29.650098965508963,81.38463301516236,108.5975679611243
-8.745000000000005,29.964297672523333,82.02162328544946,109.8699274557539
-8.735000000000007,30.285355687001083,82.62165245533733,111.12754341948067
-8.725000000000005,30.609977430715272,83.16884430719742,112.35591982334478
-8.715000000000007,30.935297497658496,83.65099069665064,113.54371261456973
-8.705000000000005,31.259157589188383,84.06056368566723,114.68374531908601
-8.695000000000007,31.580248114309864,84.3951371496569,115.77342134376067
-8.685000000000006,31.89810851575979,84.65719130566302,116.81451492265542
-8.675000000000008,32.21300138117264,84.85334882588904,117.81240890173183
-8.665000000000006,32.52569453440827,84.9931611159805,118.77492623642266
-8.655000000000008,32.83719939806736,85.08761773351475,119.71096048767012
-8.645000000000007,33.148520557201536,85.1475827664956,120.62913895970124
-8.635000000000009,33.46046943923754,85.18236485402696,121.53674541271947
-8.625000000000007,33.77358462114183,85.19860238091056,122.43908828743116
-8.615000000000009,34.088184181939305,85.19959660191327,123.33943164736534
-8.605000000000008,34.404554577400205,85.18516108278943,124.23952080241807
-8.59500000000001,34.723259193840754,85.15198613612753,125.14064673039303
-8.585000000000008,35.045531506018506,85.0944525360846,126.04511704205343
-8.57500000000001,35.37370544927965,85.00577891133476,126.9579480299708
-8.565000000000008,35.711630899729506,84.87935801672927,127.88856949690388
-8.55500000000001,36.06502528627495,84.71013077981752,128.8523430444372
-8.545000000000009,36.44172214949493,84.49586168393532,129.87173096548008
-8.53500000000001,36.85179158171115,84.23820926825728,130.97700771880554
-8.52500000000001,37.30752296468056,83.94352368933833,132.2064673203215
-8.515000000000011,37.82327430090362,83.62334127794396,133.606135802384
-8.50500000000001,38.415202364378054,83.29457690052034,135.2290384077241
-8.495000000000012,39.10089261439653,82.9794342891426,137.134090888431
-8.48500000000001,39.898907361219834,82.70506118899476,139.38468288757105
-8.475000000000012,40.828266308916724,82.50297227048353,142.04700362711208
-8.46500000000001,41.90786746824073,82.40825282902895,145.18813445798523
-8.455000000000013,43.155851013002334,82.45854613085261,148.8739093066286
-8.445000000000011,44.58890617760949,82.69282237826268,153.166531957453
-8.435000000000013,46.22152322354793,83.14993157887922,158.12194479682154
-8.425000000000011,48.06519920611189,83.86695750695975,163.78696911351892
-8.415000000000013,50.12761694998622,84.87741401822814,170.19627952685767
-8.405000000000012,52.411829511100386,86.20935432270566,177.3693276623689
-8.395000000000014,54.91549508087773,87.88349293085292,185.30738319254652
-8.385000000000012,57.63021728180264,89.91146294164993,193.99090344392917
-8.375000000000014,60.54105097332794,92.29434299942332,203.37746682507358
-8.365000000000013,63.62623262293968,95.02158524706246,213.40050409992742
-8.355000000000015,66.85718650794578,98.0704569432109,223.96903259326876
-8.345000000000013,70.19884394343995,101.40607555078216,234.96854338764342
-8.335000000000015,73.61029361754795,104.98207362738503,246.2631156362339
-8.325000000000014,77.04575874696839,108.74188079318616,257.69874304934103
-8.315000000000015,80.45587321441721,112.62056107442265,269.10776456336714
-8.305000000000014,83.7892062148261,116.5471004576954,280.3142034736391
-8.295000000000016,86.99396514936002,120.44700604901776,291.13974530461684
-8.285000000000014,90.01979119084982,124.24505789739773,301.4100311095911
-8.275000000000016,92.81955233452786,127.86804872543141,310.9609142404593
-8.265000000000015,95.35103563396365,131.24735522729247,319.64432696433107
-8.255000000000017,97.57844401482875,134.3212054520349,327.33342821101576
-8.245000000000015,99.47361337202892,137.03653710807842,333.92675249587353
-8.235000000000017,101.01688190533314,139.35037766856624,339.3511479988282
-8.225000000000016,102.19756469129821,141.23071492048757,343.5633727692682
-8.215000000000018,103.01401080073856,142.65686228904502,346.5503051400095
-8.205000000000016,103.47324607288621,143.6193537401774,348.32781066302493
-8.195000000000018,103.59023007599856,144.11942616414422,348.9383868438355
-8.185000000000016,103.38677902110467,144.16816189759322,348.44777349191384
-8.175000000000018,102.8902258808438,143.78537066908504,346.9407670663401
-8.165000000000017,102.13190347116819,142.99828999478308,344.5165101435471
-8.155000000000019,101.14554495493697,141.84017784257642,341.2835417963846
-8.145000000000017,99.96569871018714,140.3488634278357,337.35489218784426
-8.13500000000002,98.62625074349512,138.565313327676,332.8434867407176
-8.125000000000018,97.15913813151626,136.5322621719817,327.8580938720238
-8.11500000000002,95.5933219516471,134.29295066542932,322.50000755633675
-8.105000000000018,93.95406869870897,131.8900084516215,316.86060395046576
-8.09500000000002,92.26256642405056,129.36451448969055,311.0198520962642
-8.085000000000019,90.53587717719086,126.75526192461624,305.0457947540068
-8.07500000000002,88.78720241268803,124.09824664528008,298.99494971149386
-8.065000000000019,87.02641465813485,121.42638798441442,292.9135181970354
-8.055000000000021,85.26078880884496,118.7694761752283,286.8392297267114
-8.04500000000002,83.49585172676721,116.15432496128925,280.8036066860529
-8.035000000000021,81.73626091068718,113.60509072251355,274.8344019498407
-8.02500000000002,79.98662293017406,111.14370382502422,268.95795290038734
-8.015000000000022,78.25217047091976,108.79034609368267,263.20120787884207
-8.00500000000002,76.53923281651839,106.56390264186663,257.59321687803407
-7.995000000000021,74.85545712892113,104.48231845942608,252.16593514923517
-7.985000000000022,73.2097649187743,102.56280086098278,246.95426174514344
-7.975000000000022,71.61205690693353,100.82182763271045,241.99531793070872
