Energy_eV,Cd,Cl,Te
-8.995000000000001,0.7911242967354811,0.8446759135109894,2.360272626202197
-8.985,0.99815989416409,1.0657265604487889,2.977977614847095
-8.975000000000001,1.2398694720533818,1.323798946327592,3.6991551324805236
-8.965,1.5162630418713134,1.6189041877539168,4.523851057679242
-8.955000000000002,1.8255719762433333,1.949154587913141,5.4468131187158475
-8.945,2.1639808735469788,2.310477444257291,6.456694413459744
-8.935000000000002,2.5254784408113298,2.6964559596104127,7.535613085884226
-8.925,2.9018671256762327,3.098339680620659,8.659186834691422
-8.915000000000003,3.28296031337366,3.5052552317714536,9.797128287129826
-8.905000000000001,3.6569791009753914,3.9046301683624534,10.914437001441655
-8.895000000000003,4.011139414387927,4.282820081467394,11.973160267625408
-8.885000000000002,4.332396953766995,4.625904224936805,12.934625144939313
-8.875000000000004,4.608295235950138,4.920591204647451,13.761977550332277
-8.865000000000002,4.827844179864582,5.1551572313877685,14.422810659832399
-8.855000000000004,4.982346268680838,5.320328312551715,14.891633448286022
-8.845000000000002,5.066086469720646,5.410016840661858,15.151927349277862
-8.835000000000004,5.076811642049705,5.421833230606094,15.19756736300317
-8.825000000000003,5.0159444175765024,5.357313823794888,15.033441494666324
-8.815000000000005,4.888503310028041,5.221834876823812,14.67518270876645
-8.805000000000003,4.702731703075802,5.0242154746408945,14.14802059861421
-8.795000000000005,4.469469348067766,4.776045336688162,13.484853637514073
-8.785000000000004,4.201327002382218,4.490802385550764,12.723725029830295
-8.775000000000006,3.911744426756534,4.182845955829724,11.904945438974785
-8.765000000000004,3.6140218404742797,3.8663821884810288,11.068137184828839
-8.755000000000006,3.3204142528304437,3.5544975715832354,10.249474059575414
-8.745000000000005,3.041367473773106,3.2583454216938863,9.479360283392221
-8.735000000000007,2.7849559588725454,2.9865503833355427,8.78073671780971
-8.725000000000005,2.556558756276018,2.744870739465316,8.168130415209774
-8.715000000000007,2.358783896340079,2.5361308870021038,7.647484393766838
-8.705000000000005,2.19162672441132,2.360410066118845,7.216727614926722
-8.695000000000007,2.0528265743809744,2.2154511461654844,6.866978679460493
