MO_Energy_eV,Cd-Cl,Cd-Te,Cl-Te
-8.841460445755482,0.0022040552538643014,0.45816794316470594,-0.0014960343849721724
-8.84125221700662,0.002197278302285483,0.45817529869949325,-0.0014935021349708468
-8.841041793226843,0.002200393173805439,0.45815340768138474,-0.0014954626211949947
-8.64334862275149,-0.002253978825340743,0.33093047779537493,0.002657707595710832
-8.375508452128212,0.0006590554870913144,0.032171835123719156,0.05345970147134981
-8.375416967596774,0.0006606422765284487,0.032177426168817594,0.05348088856421211
-8.375316410272415,0.0006621624896325917,0.0321801976209874,0.05348179332151393
-8.236566069217512,-0.0006488497013594597,0.01223381692279946,0.005038549003109717
-8.236398595609145,-0.0006567791097924538,0.012263484235150345,0.005029965845165751
-8.236326940680518,-0.0006491364197891461,0.01224702358945041,0.005046095214529161
-8.026147557475657,-0.0318978990332497,0.19187455551581722,-0.004061696093030385
-8.026056248856634,-0.03188503713580647,0.19188575130829114,-0.004054670858178335
-8.0260042582641,-0.03189609979141558,0.19186455737730415,-0.004063285606629765
-7.930042462040868,-0.03529527810521813,0.09481788064443247,-0.010828449434214479
-7.610396526469944,-0.06949767239145363,0.25055837187807706,-0.06263516618339775
-7.610297772413181,-0.0695136511129179,0.25055644762078866,-0.06266868105752559
-7.609993766806441,-0.06950389864268865,0.2505686412906857,-0.06263507548762973
-7.563248518497288,-0.0928822813559859,0.2701071920733177,-0.0728462781669015
-7.562777581470982,-0.09288492991338222,0.27007701909622706,-0.07287161789634532
-7.403825020776727,-0.07084504680666336,0.26515636877232723,-0.06400549864482899
-7.403310568352048,-0.07086878392448667,0.2651885734381404,-0.06399917753597648
-7.4031061154561755,-0.07088650758883085,0.26523878519221267,-0.06396552654944816
-7.181807055091894,-0.0055075596523901215,0.09526952083750546,-0.05831384507757832
-7.181464180790794,-0.005543689246527627,0.09537096487401346,-0.058270790209925774
-7.1814236254069765,-0.005541957060486774,0.09536102183347885,-0.05827520610616795
-7.102134776996154,0.000478151752324526,0.12056350651222665,0.002044896197027732
-6.929802717062708,-0.022340834347204734,0.16363158980358244,-0.01983406166342351
-6.929727916810628,-0.02232921211305195,0.1636132564095006,-0.019872250335125317
-6.929485922222274,-0.022327733393675407,0.16359601520511438,-0.01987764501891502
-6.862720214851192,0.002682445511126762,0.09770983193228852,-0.0056030754608555715
-6.862676081939885,0.0026776004767106224,0.09765442297695995,-0.005669682012922128
-6.862532537025925,0.002682273900426948,0.09769022088566323,-0.0055505132164636855
-6.727179268174411,-1.966143596043787e-05,0.12065008026208328,-1.6230753845334425e-05
-6.726762276461305,-1.3934842865813549e-05,0.120613597922131,-2.1054603403282796e-05
