Energy_eV,Cd,Cl,Te
-8.995000000000001,17.250101961958265,41.68138629341001,58.868318387235036
-8.985,18.19199793974891,44.02491934816793,62.18149642173063
-8.975000000000001,19.053216181027587,46.17229695260077,65.23034769043058
-8.965,19.82492192345496,48.09905047735152,67.98292107505875
-8.955000000000002,20.500761035601965,49.78670713698317,70.41547862321615
-8.945,21.077043972824818,51.2233519971188,72.51322732296586
-8.935000000000002,21.552845380757745,52.40395553063452,74.2707613849454
-8.925,21.930008675536605,53.33043305970112,75.69216861098178
-8.915000000000003,22.213044420734576,54.01140658613218,76.79075429167828
-8.905000000000001,22.40891311219656,54.461649768868256,77.58834486657922
-8.895000000000003,22.52668779537857,54.701214098238104,78.11415345082575
-8.885000000000002,22.577099949286115,54.75425824648283,78.40322044508805
-8.875000000000004,22.571982799202324,54.647631263501154,78.49448267643547
-8.865000000000002,22.52363854727109,54.4092904949581,78.42856955002303
-8.855000000000004,22.444168296710558,54.066662609338465,78.24546850631097
-8.845000000000002,22.344813755647905,53.64507633634017,77.98223777568478
-8.835000000000004,22.235366194470593,53.16640419393759,77.67096525066022
-8.825000000000003,22.12369895272805,52.64804445468579,77.3371727421169
-8.815000000000005,22.015473996543896,52.1023524321164,76.99884165866271
-8.805000000000003,21.914060380144715,51.53659255376415,76.6661889080811
-8.795000000000005,21.820683671424145,50.953432595960535,76.34225354329074
-8.785000000000004,21.734802111067815,50.35194392550859,76.0242715827497
-8.775000000000006,21.65467995381311,49.729013218787706,75.7057274693926
-8.765000000000004,21.57810412104571,49.08101928066739,75.37888652194061
-8.755000000000006,21.503170221129846,48.40559046168897,75.03754472720689
-8.745000000000005,21.429051203445674,47.703239792167444,74.67969062187392
-8.735000000000007,21.356658786007525,46.978680228701464,74.30976665731052
-8.725000000000005,21.289115651602696,46.241652421804446,73.94024835177709
-8.715000000000007,21.231975180294295,45.507150004861344,73.59232790960196
-8.705000000000005,21.19315357618154,44.79499718107839,73.29558875804594
-8.695000000000007,21.1825735671703,44.128812176458,73.08667755361962
-8.685000000000006,21.211555124319144,43.5344678907923,73.00710564067279
-8.675000000000008,21.29202189781097,43.03822717753262,73.10042559127324
-8.665000000000006,21.43561735056272,42.66477488737432,73.4091134803013
-8.655000000000008,21.65283773456664,42.435384822348695,73.97153004311382
-8.645000000000007,21.95228748180702,42.36644350400857,74.81932531733
-8.635000000000009,22.34014575067886,42.46850516753628,75.97559052215918
-8.625000000000007,22.819902615956273,42.745979403233584,77.45395455899329
-8.615000000000009,23.39238378349222,43.197464282360414,79.25868494595062
-8.605000000000008,24.056039529295827,43.81664636113524,81.38570424154173
-8.59500000000001,24.807433440229445,44.59360833224043,83.82429581218821
-8.585000000000008,25.64183589832594,45.51632774357839,86.55916899848637
-8.57500000000001,26.553811241833678,46.57212529472457,89.57250060592764
-8.565000000000008,27.537689094964556,47.74883302661131,92.84557683425652
-8.55500000000001,28.587829665568155,49.03549979793348,96.35972744230628
-8.545000000000009,29.69862718265459,50.42252676353973,100.09636256108729
-8.53500000000001,30.86423992398257,51.90121760056239,104.03607421740972
-8.52500000000001,32.07808264762187,53.4628227858497,108.15692592194588
-8.515000000000011,33.33216031470982,55.097239798523844,112.43219952559309
-8.50500000000001,34.61635404258823,56.791589214014806,116.82797626749108
-8.495000000000012,35.91778625615787,58.52891179094421,121.30098188479133
-8.48500000000001,37.22038951968563,60.28722063262849,125.79711582066778
-8.475000000000012,38.50478289982428,62.03909776694172,130.2510136695794
-8.46500000000001,39.74852402742081,63.751953499434535,134.58687092313204
-8.455000000000013,40.92675953147204,65.38898073793379,138.7206028245712
-8.445000000000011,42.013247693445315,66.9107479154284,142.56325167790806
-8.435000000000013,42.9816816677797,68.27729546408783,146.0254016028194
