MO_Energy_eV,Cd-Cl,Cd-Te,Cl-Te
-8.8897170185592,0.17011049613312962,0.11287995999126928,0.02597412915911032
-8.881077608247608,0.17285231963758063,0.12106746148076904,0.026649208672174834
-8.86042202817362,0.16410659034515812,0.11517465080194521,0.025873406448555646
-8.853869883609812,0.163565214435795,0.11744801791947725,0.025933138584553806
-8.852529559176025,0.16641516586448424,0.12208568930965437,0.026526346458365498
-8.845549500012519,0.16389256244682632,0.11416991124720005,0.025902048753633576
-8.836430541416627,0.1619691867864458,0.06974374672406654,0.022336162059148103
-8.83211453529974,0.15957602646912938,0.07338355018801489,0.023028835837938764
-8.821021308910746,0.1455869720171308,0.1019074074818408,0.02469393130331581
-8.80224039406961,0.15911688295303597,0.07309406944457794,0.022558662883350657
-8.797832076912648,0.15515149792774,0.06873438459113095,0.022347861854199708
-8.797386397969571,0.15065728456043764,0.10945942872155959,0.025186215904676814
-8.796936938341988,0.15698759262277953,0.06669213460758844,0.02261991949182339
-8.781180478345027,0.15953159335135256,0.07763354685735502,0.02251212429956602
-8.779431796082559,0.1469265777203683,0.06795388026444701,0.02144317289683538
-8.776947424821078,0.15694000575418612,0.05476499874603076,0.020449754486126737
-8.772563354122,0.1594435072879329,0.05308251691255926,0.02012508286320304
-8.758095268622993,0.1511559744290056,0.05531960058168026,0.02091372760185973
-8.754616675519237,0.13773451568924733,0.09423081829516441,0.022832240993205445
-8.750691734382972,0.14640507240395506,0.0686730493631328,0.021022262737397664
-8.749778676593294,0.13609771930174946,0.08861274391308831,0.022703373883552622
-8.748246351210051,0.13132750522830025,0.10046080460227398,0.02359007473634586
-8.74739616267921,0.1299600423312947,0.10262267870010766,0.023614691176506535
-8.74709334297812,0.14476501640718822,0.07929114174349383,0.021449826490219794
-8.743160712008532,0.13524401525905266,0.09648597867490331,0.023198830488269918
-8.741739458471473,0.15226928349507454,0.05055225654836273,0.020383460928818556
-8.740060148492875,0.14309403809340998,0.07341342544577549,0.021814281252912928
-8.736018875677196,0.12950673363715995,0.09874028014916111,0.02363866020284913
-8.725724834438784,0.15786204517925606,0.0387253718193374,0.019673804049118705
-8.724158186515778,0.12804258942349722,0.10979506258141027,0.023949847492407524
-8.71899000006711,0.12443894359970746,0.10905881868651193,0.024671121956818837
-8.709830482120195,0.12744379482808915,0.10713832792603158,0.024136760086094278
-8.70552231235319,0.12656999950198877,0.11062509520938624,0.024233780486452805
-8.703495762883254,0.1262755405695804,0.10828329494566738,0.024323146601042893
-8.701283636921485,0.12995841072722222,0.0987173200566293,0.023702072542574153
-8.700755068105764,0.12811840036787497,0.10433460712616122,0.023909673578706773
-8.68324639981339,0.12670578850277114,0.11408570567737357,0.024361568922318864
-8.68168880685618,0.14688817874193688,0.048284768754448995,0.019272346223040266
-8.676358401182311,0.12666367631266287,0.11100800045686568,0.02412755131202302
-8.676249029954418,0.14862274274926793,0.042310711732773836,0.018989666273498167
-8.63179239363121,0.16362099910670758,0.14495129135707643,0.026375519235204217
-8.629268260333903,0.1632202229555304,0.14304086244870248,0.026233458640489243
-8.619129396722379,0.16294981183261079,0.1391190644276272,0.02601083026633657
-8.613779778952992,0.1637720737074011,0.14568361355521003,0.026353917753599458
-8.586236882240641,0.16292239450657914,0.10162678576089917,0.023953120081774457
-8.584253840517018,0.16149099241131015,0.10360167873533137,0.02385655279875012
-8.565493061420815,0.16344523882005477,0.09888252495246573,0.023899060260009444
-8.563992946641195,0.1611109271076971,0.10810517654629559,0.023973031457033802
-8.556929271148446,0.1392392111766006,0.13502907074674328,0.02405666254955086
-8.538953985290187,0.1616437739915011,0.07287361357827042,0.02008699577574305
-8.536807447832105,0.13722317204783405,0.14226539240662125,0.024278765855227924
-8.535785794444175,0.15997415241408833,0.08113808259485995,0.02059084920070892
-8.529428680030769,0.16288517522399176,0.06542670265252938,0.020156596083472107
-8.52095254665081,0.16311485189401237,0.05920974643120443,0.019647507490695045
-8.519742361090646,0.1622088885774192,0.060846062022206986,0.01958725772774829
-8.506568424329402,0.15893693077819315,0.08215877386757321,0.02080237967107281
-8.502953524759763,0.14279657474100962,0.10628179471722005,0.021898790274577907
-8.501460592888833,0.1441146321637555,0.1077272460201649,0.023286188253620447
-8.497870669115255,0.1532105918126096,0.04870091612834499,0.019591276844887973
-8.489476967875481,0.16087243480001012,0.06686814523012626,0.020106297355902605
-8.487161162896324,0.1524657909242815,0.04871719006245524,0.019897009582143348
-8.486146352781198,0.15355491159671872,0.068329042208023,0.020301564129459302
-8.474944680978458,0.15315232555961492,0.04929405031719282,0.019852549827274732
-8.473655368218694,0.13950107774095075,0.07701159945047038,0.021486958437866806
-8.469637976635507,0.15821767426295216,0.05769255705026476,0.019877702441252695
-8.46500534548169,0.08348035960570507,0.1986298764516287,0.023028568370720304
-8.464485768337678,0.13090110183094253,0.09965302292269329,0.0210918460083554
-8.46302756543255,0.08095262240927006,0.20190316233330635,0.023305622641616678
-8.459234587080173,0.08015230954706458,0.20504755830866278,0.023239233417787643
-8.458743176745209,0.08347807241708385,0.20209171159832146,0.023475767279203592
-8.446769299623531,0.09202355884746799,0.18629457764973767,0.02347867417986972
-8.441867970139027,0.08430465034771355,0.19613256913400895,0.023135506108402013
-8.43392024438175,0.13021522204962832,0.09421336667616632,0.021505335690584063
-8.43153105147742,0.08428423007784312,0.2135495356326435,0.028029449071366626
-8.4183224971417,0.08268035314585734,0.21567250205209643,0.029012476147529633
-8.413871327490629,0.14438890886627131,0.08532057959052827,0.022841373603013373
-8.375119735174712,0.1134532020852836,0.1380409606596188,0.025740124426213457
-8.372697303742028,0.11359863525046947,0.1461257920718831,0.026240163676969675
-8.371648377210139,0.1257553815208665,0.0667363271994975,0.018837966826080098
-8.369299084095106,0.1262666916871896,0.06640220141064693,0.018396536354326583
-8.363339788568524,0.10649182339187506,0.11476325547551394,0.024454435221037813
-8.36112442316658,0.11435698067100483,0.14356883505044354,0.02596471201336122
-8.35886010692391,0.10609420095975858,0.11923169160682244,0.024402282900701896
-8.356979954983386,0.10014592918090821,0.11220600520678288,0.024039658827938185
-8.355644529559108,0.10301691679154594,0.12082480416053498,0.024070414909400747
-8.353536984983128,0.10143199205405024,0.12237933599695162,0.024544236071818847
-8.350773552259811,0.11177172983863375,0.16545846738348324,0.02736256814154928
-8.347479377592435,0.09942610842725977,0.1299094738780432,0.025116736468977767
-8.338788693039723,0.11189541656774138,0.13364262041553865,0.024014293865646432
-8.337490993802405,0.1118307534951175,0.1464875815094828,0.025073401923651404
-8.335298985865968,0.09631966734899662,0.10131590256269062,0.02221775932078328
-8.333563432601625,0.10320238414552953,0.11766878435270638,0.024445995158165063
-8.333458156737814,0.10018586794657688,0.13574896142693915,0.02460762110878
-8.328427581341348,0.11584342315183796,0.11162345553539493,0.022687700406673905
-8.324926663888686,0.10234120256031234,0.11400781162215629,0.024068227248202716
-8.320653097281337,0.10976615356273953,0.1371834176545061,0.024080326888954454
-8.312844902551621,0.10064986149854863,0.0926409150222239,0.020499024883177994
-8.309628731485134,0.10785239828922312,0.1274037624528165,0.023388044536559807
-8.30514192763834,0.10630481161505642,0.13376347912288164,0.023337689520984653
-8.304558536158195,0.10678041278799151,0.1327102921790311,0.02366616199076755
-8.300369099794118,0.10006903895186432,0.11195212744893976,0.022668970392317977
-8.295838474688574,0.10430550126386082,0.10930678755338892,0.02109770564327068
-8.295271172592454,0.10381758131019474,0.10815457174659143,0.022668241425510074
-8.289513615770376,0.10871530237279317,0.12601563560960813,0.02329589232534833
-8.26138882731234,0.09303062680823582,0.10528952363479323,0.020648763524079298
-8.25860196509821,0.07942426077577468,0.10784528145989311,0.02195882051442631
-8.248297678979661,0.09217352475263058,0.1361582335742177,0.024278826307827555
-8.242618849470837,0.09665433741614636,0.13233279462909864,0.023872891583170457
-8.2413672249859,0.0927175804382795,0.1365449236114009,0.02437919332862566
-8.227416333717255,0.09372699113638594,0.13122764561521336,0.023574874557339295
-8.223172123180966,0.09746652474039046,0.07799302055685453,0.018573524329717584
-8.222742325926681,0.09957127020697068,0.07178275192264867,0.017847291426741883
-8.2189031382124,0.101291956684456,0.07764284995347918,0.017967800771441236
-8.212897759643152,0.09055278214577374,0.06307028117601331,0.016879772495485123
-8.201625669028099,0.09042000314502581,0.06352669512313618,0.01711766572830101
-8.200440990034672,0.09920183698031729,0.08339546403838234,0.018684431888980363
-8.173599723993403,0.06489741287718419,0.26711028684720284,0.03208593165205655
-8.1729385341233,0.06478839030233709,0.26745923616746325,0.032184903277489685
-8.166367847107814,0.059219978485591906,0.27981997339635317,0.031234960579603104
-8.158641132906924,0.05947792024272349,0.2785814326576489,0.031173826175867274
-8.157745909961656,0.0703778868512312,0.1232217020909098,0.022303762997111568
-8.151276169882372,0.05883207871568283,0.2794903834108859,0.03098640164442904
-8.147736590979612,0.0703132207034911,0.12040271679210254,0.022253409862885657
-8.145653204324692,0.0598953803984339,0.2812707740648136,0.031324838546054175
-8.1173055440609,0.07311812221465196,0.1870368205215451,0.024850852122065736
